Maladie,Sponsor,Statut,Titre,URL
Pancreatic Cancer,"Information provided by Jeong Min Lee, Seoul National University Hospital (Responsible Party)",Active,Study Details | NCT04592393 | Pancreas Cancer Surveillance Using an Abbreviated MRI | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04592393?cond=Pancreatic%20Cancer&viewType=Card&page=16&rank=157
Pancreatic Cancer,"Information provided by Charing Chong, MD, Chinese University of Hong Kong (Responsible Party)",Recruiting,Study Details | NCT04841616 | Multicentered Prospective Randomized Controlled Trial For Solid Pancreatic Lesions | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04841616?cond=Pancreatic%20Cancer&viewType=Card&page=16&rank=158
Pancreatic Cancer,"Information provided by Brett C. Sheppard, M.D., FACS, OHSU Knight Cancer Institute (Responsible Party)",Completed,Study Results | NCT04965311 | Endoscopic Botulinum Toxin Injection in the Prevention of Postoperative Pancreatic Fistula Following Distal Pancreatectomy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04965311?cond=Pancreatic%20Cancer&viewType=Card&page=16&rank=159&tab=results
Pancreatic Cancer,"Information provided by Brett C. Sheppard, M.D., FACS, OHSU Knight Cancer Institute (Responsible Party)",Terminated,Study Details | NCT04965311 | Endoscopic Botulinum Toxin Injection in the Prevention of Postoperative Pancreatic Fistula Following Distal Pancreatectomy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04965311?cond=Pancreatic%20Cancer&viewType=Card&page=16&rank=159
Pancreatic Cancer,Information provided by Institut Paoli-Calmettes (Responsible Party),Completed,Study Details | NCT04724551 | The Neutrophil-to,https://clinicaltrials.gov/study/NCT04724551?cond=Pancreatic%20Cancer&viewType=Card&page=16&rank=160
Pancreatic Cancer,"Information provided by Guoliang Jiang, Shanghai Proton and Heavy Ion Center (Responsible Party)",Active,Study Details | NCT04082455 | Carbon Ion Radiotherapy for Locally Advanced Pancreatic Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04082455?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=161
Pancreatic Cancer,Information provided by SWOG Cancer Research Network (Responsible Party),Recruiting,Study Details | NCT06807437 | Lanreotide Versus Placebo Before Surgery to Prevent a Surgical Complication Called a Pancreatic Fistula | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06807437?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=162
Pancreatic Cancer,Information provided by AstraZeneca (Responsible Party),Completed,Study Details | NCT04889404 | LYNPARZA Pancreas Cancer Japan Post,https://clinicaltrials.gov/study/NCT04889404?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=163
Pancreatic Cancer,"Information provided by Fuda Cancer Hospital, Guangzhou (Responsible Party)",Completed,Study Details | NCT02338752 | Safety and Efficacy Study of Mix Vaccine in Pancreatic Carcinoma Patient | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02338752?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=164
Pancreatic Cancer,Non spécifié,Inconnu,Study Details | NCT03949933 | | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03949933?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=165
Pancreatic Cancer,Information provided by Eastern Cooperative Oncology Group (ECOG-ACRIN Cancer Research Group) (Responsible Party),Active,Study Details | NCT04239573 | Comparing Two Methods to Follow Patients With Pancreatic Cysts | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04239573?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=166
Pancreatic Cancer,"Information provided by Yingbin Liu, MD, PhD, FACS, Shanghai Jiao Tong University School of Medicine (Responsible Party)",Recruiting,Study Details | NCT07045571 | MSCAN: ctDNA Methylation as Prognostic and Theranostic Tool for Pancreatic Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07045571?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=167
Pancreatic Cancer,Information provided by Stanford University (Responsible Party),Withdrawn,Study Details | NCT04833959 | Pilot Study of 89,https://clinicaltrials.gov/study/NCT04833959?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=168
Pancreatic Cancer,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Results | NCT03745794 | Repeat Quadratus Lumborum Block to Reduce Opioid Need in Patients After Pancreatic Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03745794?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=169&tab=results
Pancreatic Cancer,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Details | NCT03745794 | Repeat Quadratus Lumborum Block to Reduce Opioid Need in Patients After Pancreatic Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03745794?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=169
Pancreatic Cancer,Information provided by Hopital Foch (Responsible Party),Recruiting,"Study Details | NCT06757244 | DOVIPA, a Study Evaluating Efficacy and Safety of DOstarlimab and VItamin D3 With mFOLFIRINOX in PAncreatic Cancer | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT06757244?cond=Pancreatic%20Cancer&viewType=Card&page=17&rank=170
Pancreatic Cancer,Information provided by Gilead Sciences,Completed,Study Details | NCT00041639 | Safety Study of 90Y,https://clinicaltrials.gov/study/NCT00041639?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=171
Pancreatic Cancer,Information provided by University Medicine Greifswald,Inconnu,Study Details | NCT01330823 | L,https://clinicaltrials.gov/study/NCT01330823?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=172
Pancreatic Cancer,Information provided by M.D. Anderson Cancer Center (Responsible Party),Recruiting,Study Details | NCT06593431 | Extending Outcomes for Pancreas Cancer Patients With Nominal Oligometastatic Disease (EXPAND): A Randomized Phase III Trial | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06593431?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=173
Pancreatic Cancer,Information provided by M.D. Anderson Cancer Center (Responsible Party),Recruiting,"Study Details | NCT06651580 | Biospecimen Collection to Identify Gene Mutations for High Risk Pancreatic Cancer in Pediatric Patients, INSPPIRE 2 Study | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT06651580?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=174
Pancreatic Cancer,Information provided by Thomas Jefferson University (Sidney Kimmel Cancer Center at Thomas Jefferson University) (Responsible Party),Completed,Study Results | NCT02517268 | Accelerated Recovery Pathway for Discharge After Surgery in Patients With Pancreatic Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02517268?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=175&tab=results
Pancreatic Cancer,Information provided by Thomas Jefferson University (Sidney Kimmel Cancer Center at Thomas Jefferson University) (Responsible Party),Completed,Study Details | NCT02517268 | Accelerated Recovery Pathway for Discharge After Surgery in Patients With Pancreatic Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02517268?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=175
Pancreatic Cancer,"Information provided by Andrew Mokbel, Assiut University (Responsible Party)",Inconnu,Study Details | NCT04768660 | Effects of Chewing Gum Against Postoperative Ileus | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04768660?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=176
Pancreatic Cancer,"Information provided by Adenocyte, LLC (Responsible Party)",Inconnu,Study Details | NCT06157671 | The LINFU® U.S. Registry for the Detection of Asymptomatic Pancreatic Ductal Adenocarcinoma | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06157671?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=177
Pancreatic Cancer,Information provided by Washington University School of Medicine (Responsible Party),Terminated,Study Details | NCT00732082 | Lag,https://clinicaltrials.gov/study/NCT00732082?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=178
Pancreatic Cancer,Information provided by Boston Scientific Corporation (Responsible Party),Completed,Study Results | NCT01774019 | Preoperative Biliary Drainage in Resectable Pancreatic or Periampullary Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01774019?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=179&tab=results
Pancreatic Cancer,Information provided by Boston Scientific Corporation (Responsible Party),Completed,Study Details | NCT01774019 | Preoperative Biliary Drainage in Resectable Pancreatic or Periampullary Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01774019?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=179
Pancreatic Cancer,"Information provided by National Health Research Institutes, Taiwan (Responsible Party)",Completed,"Study Details | NCT03162510 | Biweekly SOLAR, as First",https://clinicaltrials.gov/study/NCT03162510?cond=Pancreatic%20Cancer&viewType=Card&page=18&rank=180
Pancreatic Cancer,Information provided by Amgen (Responsible Party),Recruiting,"Study Details | NCT06360354 | A Study Evaluating AMG 193 in Combination With Other Therapies in Participants With Advanced Gastrointestinal, Biliary Tract, or Pancreatic Cancers With Homozygous Methylthioadenosine Phosphorylase (MTAP)",https://clinicaltrials.gov/study/NCT06360354?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=181
Pancreatic Cancer,Information provided by AHS Cancer Control Alberta (Responsible Party),Recruiting,Study Details | NCT01411072 | Biomarker Directed Adjuvant Chemotherapy for Resected Pancreas Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01411072?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=182
Pancreatic Cancer,"Information provided by Mohammed Aly, Assiut University (Responsible Party)",Inconnu,Study Details | NCT05463328 | Open Versus Laparoscopic Assisted Pancreaticoduodenectomy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05463328?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=183
Pancreatic Cancer,"Information provided by Joseph J. Cullen, University of Iowa (Responsible Party)",Completed,Study Details | NCT02905578 | A Phase 2 Trial of High,https://clinicaltrials.gov/study/NCT02905578?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=184
Pancreatic Cancer,"Information provided by Dong Wan Seo, Asan Medical Center (Responsible Party)",Active,Study Details | NCT00689715 | Long Term Outcomes After EUS,https://clinicaltrials.gov/study/NCT00689715?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=185
Pancreatic Cancer,Information provided by AdventHealth (Responsible Party),Completed,Study Results | NCT01677312 | Trial Comparing 19 and 25-gauge EUS,https://clinicaltrials.gov/study/NCT01677312?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=186&tab=results
Pancreatic Cancer,Information provided by AdventHealth (Responsible Party),Completed,Study Details | NCT01677312 | Trial Comparing 19 and 25-gauge EUS,https://clinicaltrials.gov/study/NCT01677312?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=186
Pancreatic Cancer,Information provided by Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS (Responsible Party),Completed,"Study Details | NCT01996540 | The Role of Early Systematic Best Palliative Care Versus on Request Palliative Care Consultation During Standard Oncologic Treatment for Patients With Advanced Gastric or Pancreatic Cancers: a Randomized, Controlled, Multicenter Trial. | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT01996540?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=187
Pancreatic Cancer,"Information provided by Yu Pan, Fujian Medical University Union Hospital (Responsible Party)",Recruiting,Study Details | NCT06310902 | Single,https://clinicaltrials.gov/study/NCT06310902?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=188
Pancreatic Cancer,Information provided by Peking Union Medical College Hospital (Responsible Party),Recruiting,Study Details | NCT03182270 | Clinical Evaluation Of Needle,https://clinicaltrials.gov/study/NCT03182270?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=189
Pancreatic Cancer,"Information provided by Francesco De Cobelli, IRCCS San Raffaele (Responsible Party)",Recruiting,Study Details | NCT05714111 | Radiology Registry on Pancreatic Malignancies | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05714111?cond=Pancreatic%20Cancer&viewType=Card&page=19&rank=190
Pancreatic Cancer,Information provided by H. Lee Moffitt Cancer Center and Research Institute (Responsible Party),Recruiting,Study Details | NCT04275557 | Using Radiogenomics to Predict Malignant Potential of Intraductal Papillary Mucinous Neoplasms of the Pancreas | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04275557?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=191
Pancreatic Cancer,"Information provided by Adenocyte, LLC (Responsible Party)",Inconnu,Study Details | NCT06276764 | The LINFU® U.S. Registry in Patients With IPMN (Intraductal Papillary Mucinous Neoplasm of the Pancreas) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06276764?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=192
Pancreatic Cancer,"Information provided by Hao Chen, Fudan University (Responsible Party)",Recruiting,Study Details | NCT05840341 | Clinical Efficacy of QYHJ and Standard Chemotherapy in the Treatment of Advanced Pancreatic Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05840341?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=193
Pancreatic Cancer,Information provided by Grupo Espanol de Tumores Neuroendocrinos (Responsible Party),Completed,Study Details | NCT02713763 | Efficacy of Rechallenge With Sunitinib in Metastatic Pancreatic Neuroendocrine Tumor Previously Failed to Sunitinib | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02713763?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=194
Pancreatic Cancer,"Information provided by Mahmoud Rady, Theodor Bilharz Research Institute (Responsible Party)",Completed,Study Details | NCT06630910 | New Technique of Pancreaticojejunostomy During Whipple Operation | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06630910?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=195
Pancreatic Cancer,Information provided by Albert Einstein College of Medicine (Responsible Party),Completed,Study Results | NCT03397342 | MRI Only Radiation Therapy With CPAP | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03397342?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=196&tab=results
Pancreatic Cancer,Information provided by Albert Einstein College of Medicine (Responsible Party),Terminated,Study Details | NCT03397342 | MRI Only Radiation Therapy With CPAP | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03397342?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=196
Pancreatic Cancer,"Information provided by Mandana Kamgar, MD, Medical College of Wisconsin (Responsible Party)",Recruiting,Study Details | NCT05914987 | Determining Individualized Cancer Therapy in Pancreatic Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05914987?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=197
Pancreatic Cancer,Information provided by National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Completed,Study Details | NCT00279292 | Randomized Trial of EUS Neurolysis in Pancreas Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00279292?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=198
Pancreatic Cancer,Information provided by Hallym University Medical Center (Responsible Party),Completed,Study Details | NCT01693419 | S,https://clinicaltrials.gov/study/NCT01693419?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=199
Pancreatic Cancer,Information provided by Hospices Civils de Lyon (Responsible Party),Inconnu,Study Details | NCT07144917 | Immunoparalysis After Pancreaticoduodenectomy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07144917?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=200
Pancreatic Cancer,Information provided by University of Ulm,Recruiting,Study Details | NCT00690300 | Docetaxel Plus Oxaliplatin as Therapy in Patients With Pancreatic Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00690300?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=201
Pancreatic Cancer,"Information provided by Sorrento Therapeutics, Inc. (Responsible Party)",Terminated,Study Details | NCT03818165 | Phase 1b Study of CAR2Anti-CEA CAR,https://clinicaltrials.gov/study/NCT03818165?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=202
Pancreatic Cancer,Information provided by H. Lee Moffitt Cancer Center and Research Institute (Responsible Party),Completed,Study Details | NCT00985777 | Vitamin E δ,https://clinicaltrials.gov/study/NCT00985777?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=203
Pancreatic Cancer,Information provided by Xijing Hospital (Responsible Party),Recruiting,Study Details | NCT05187416 | Correlation Between Elastic Modulus of Ultrasonic Shear Wave and Tumor Stromal Component in Pancreatic Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05187416?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=204
Pancreatic Cancer,Information provided by Changhai Hospital (Responsible Party),Recruiting,Study Details | NCT06638866 | AI-powered Early Detection for Pancreatic Cancer Via Non,https://clinicaltrials.gov/study/NCT06638866?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=205
Pancreatic Cancer,"Information provided by University Hospital, Strasbourg, France (Responsible Party)",Completed,Study Details | NCT05546970 | Efficacy of the Transversus Abdominis Plane Block on Analgesia After Cephalic Duodeno,https://clinicaltrials.gov/study/NCT05546970?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=206
Pancreatic Cancer,Information provided by Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins (Responsible Party),Withdrawn,Study Details | NCT01784081 | Integrating Palliative Care and Modern Palliative Care Tools Into the Care of Patients With Pancreas Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01784081?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=207
Pancreatic Cancer,"Information provided by Feifei Wang, The First Hospital of Hebei Medical University (Responsible Party)",Completed,Study Details | NCT07057895 | Diagnostic Consistency of GLIM and PG,https://clinicaltrials.gov/study/NCT07057895?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=208
Pancreatic Cancer,Information provided by European Institute of Oncology (Responsible Party),Completed,Study Details | NCT02305810 | A Biological Prospective Study in Patients With Metastatic Pancreatic NETs Treated With Everolimus | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02305810?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=209
Pancreatic Cancer,"Information provided by Ana Ruiz-Casado, Puerta de Hierro University Hospital (Responsible Party)",Completed,Study Details | NCT05722223 | Trimodal Prehabilitation in Pancreatic Cancer Patients Urdergoing Neoadjuvant Treatment | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05722223?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=210
Pancreatic Cancer,"Information provided by Zhijun Bao, Fudan University (Responsible Party)",Inconnu,Study Details | NCT06685939 | The Differences of Complications Between LPD(Laparoscopic Pancreaticoduodenectomy) and OPD(Open Pancreaticoduodenectomy) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06685939?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=211
Pancreatic Cancer,Information provided by Institut Paoli-Calmettes (Responsible Party),Inconnu,Study Details | NCT06000553 | Early Detection of Pancreatic Cancer in Patients With Papillary and Mucinous Intracanal Tumours of the Pancreas Papillary and Mucinous Tumours of the Pancreas | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06000553?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=212
Pancreatic Cancer,Information provided by Johns Hopkins University (Responsible Party),Completed,Study Details | NCT02703545 | International CAPS Registry: Pancreas Cancer Cases in Surveillance Programs | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02703545?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=213
Pancreatic Cancer,"Information provided by Jiang Long, Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine (Responsible Party)",Recruiting,Study Details | NCT06532617 | Cadonilimab Combined With S-1 or Capecitabine as Second,https://clinicaltrials.gov/study/NCT06532617?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=214
Pancreatic Cancer,"Information provided by Siya Shi, First Affiliated Hospital, Sun Yat-Sen University (Responsible Party)",Completed,Study Details | NCT06336694 | A Deep Learning Radiomics Model for Predicting Occult Peritoneal Metastases of Pancreatic Adenocarcinoma | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06336694?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=215
Pancreatic Cancer,Information provided by National Institutes of Health Clinical Center (CC),Terminated,Study Details | NCT00100321 | Surgery for Pancreatic Tumors and Collection of Tumor Tissue for Study | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00100321?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=216
Pancreatic Cancer,"Information provided by Baki Topal, University Hospital, Gasthuisberg (Responsible Party)",Completed,Study Details | NCT00936104 | Side Population in Pancreatic Ductal Adenocarcinoma (PDAC) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00936104?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=217
Pancreatic Cancer,"Information provided by Sang Myung Woo, National Cancer Center, Korea (Responsible Party)",Inconnu,Study Details | NCT07121478 | Patients With High,https://clinicaltrials.gov/study/NCT07121478?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=218
Pancreatic Cancer,Information provided by Mayo Clinic (Responsible Party),Recruiting,Study Details | NCT03855800 | Molecular Detection of Advanced Neoplasia in Pancreatic Cysts | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03855800?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=219
Pancreatic Cancer,Information provided by Institut Paoli-Calmettes (Responsible Party),Completed,Study Details | NCT04422730 | Evolution of Body Connection After Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04422730?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=220
Pancreatic Cancer,"Information provided by Tamer.A.A.M.Habeeb, Zagazig University (Responsible Party)",Completed,Study Details | NCT04747600 | Outcomes of Surgical Resection of Pancreatic Cystic Neoplasms Based on the European Expert Consensus Statement: A Prospective Observational Study. | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04747600?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=221
Pancreatic Cancer,Information provided by University of Copenhagen,Recruiting,Study Details | NCT00259532 | Three New Methods for Diagnosing Pancreas Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00259532?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=222
Pancreatic Cancer,"Information provided by Qi Li, Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine (Responsible Party)",Recruiting,Study Details | NCT05795920 | Utidelone Injection Combined With Gemcitabine in First,https://clinicaltrials.gov/study/NCT05795920?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=223
Pancreatic Cancer,Information provided by University Hospitals Cleveland Medical Center (Responsible Party),Withdrawn,Study Details | NCT01371240 | Secretin,https://clinicaltrials.gov/study/NCT01371240?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=224
Pancreatic Cancer,Information provided by First Affiliated Hospital Xi'an Jiaotong University (Responsible Party),Recruiting,Study Details | NCT05681390 | Tislelizumab With Anlotinib and Chemotherapy for Second,https://clinicaltrials.gov/study/NCT05681390?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=225
Pancreatic Cancer,"Information provided by Chin Yung Ka, Singapore General Hospital (Responsible Party)",Inconnu,Study Details | NCT03435770 | Evaluation of Safety and Feasibility of EUS,https://clinicaltrials.gov/study/NCT03435770?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=226
Pancreatic Cancer,Information provided by Yonsei University (Responsible Party),Recruiting,Study Details | NCT05587387 | Change of Treatment Landscape and Survival in Metastatic Pancreatic Cancer After Nal,https://clinicaltrials.gov/study/NCT05587387?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=227
Pancreatic Cancer,"Information provided by Benedetto Ielpo, Hospital del Mar (Responsible Party)",Inconnu,Study Details | NCT06981273 | Robotic vs Open Pancreatoduodenectomy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06981273?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=228
Pancreatic Cancer,"Information provided by Du Juan, The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School (Responsible Party)",Completed,Study Details | NCT05493995 | A Study of Penpulimab and Anlotinib Plus Nab,https://clinicaltrials.gov/study/NCT05493995?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=229
Pancreatic Cancer,"Information provided by Francesco Maria Di Matteo, Campus Bio-Medico University (Responsible Party)",Recruiting,Study Details | NCT05549960 | Pre-planning Mathematical Models in EUS,https://clinicaltrials.gov/study/NCT05549960?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=230
Pancreatic Cancer,"Information provided by Dong sheng Zhang, Sun Yat-sen University (Responsible Party)",Completed,Study Details | NCT05481463 | Surufatinib Combined With TAS-102 in Third-line and Later,https://clinicaltrials.gov/study/NCT05481463?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=231
Pancreatic Cancer,"Information provided by Dong sheng Zhang, Sun Yat-sen University (Responsible Party)",Active,Study Details | NCT05481476 | Surufatinib Combined With Sintilimab and AG in First,https://clinicaltrials.gov/study/NCT05481476?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=232
Pancreatic Cancer,Information provided by National Institutes of Health Clinical Center (CC),Completed,"Study Details | NCT00005926 | Gemcitabine, Herceptin and Radiation to Treat Cancer of the Pancreas | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT00005926?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=233
Pancreatic Cancer,"Information provided by Renyi Qin, Tongji Hospital (Responsible Party)",Completed,Study Details | NCT05616403 | Textbook Outcome as a Composite Outcome Measure in Laparoscopic Pancreaticoduodenectomy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05616403?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=234
Pancreatic Cancer,"Information provided by Centre Francois Baclesse, Luxembourg (Responsible Party)",Withdrawn,Study Details | NCT03199144 | Neoadjuvant Chemotherapy and Stereotactic Radiosurgery to Pancreatectomy for Patients With Borderline Resectable Pancreatic Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03199144?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=235
Pancreatic Cancer,"Information provided by Dina Safwat, Assiut University (Responsible Party)",Recruiting,Study Details | NCT03679910 | Evaluation of CEMIP in Pancreatic Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03679910?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=236
Pancreatic Cancer,Information provided by Georgetown University (Responsible Party),Completed,Study Results | NCT00881621 | Lapatinib and Capecitabine for Second Line Treatment of Pancreas Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00881621?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=237&tab=results
Pancreatic Cancer,Information provided by Georgetown University (Responsible Party),Terminated,Study Details | NCT00881621 | Lapatinib and Capecitabine for Second Line Treatment of Pancreas Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00881621?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=237
Pancreatic Cancer,"Information provided by Masonic Cancer Center, University of Minnesota (Responsible Party)",Recruiting,Study Details | NCT06411795 | Rectus Sheath Block With Liposomal Bupivacaine Versus Thoracic Epidural Analgesia for Pain Control Following Pancreatoduodenectomy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06411795?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=238
Pancreatic Cancer,"Information provided by Martin Sillesen, Rigshospitalet, Denmark (Responsible Party)",Recruiting,Study Details | NCT04947696 | Circulating Epigenetics in Pancreatic Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04947696?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=239
