Cancer,Trial_ID,Title,Sponsor,Status,URL
Pancreatic Cancer,NCT00279292,Randomized Trial of EUS Neurolysis in Pancreas Cancer,Information provided by National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Completed,https://clinicaltrials.gov/study/NCT00279292?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=198
Pancreatic Cancer,NCT01693419,S,Information provided by Hallym University Medical Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01693419?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=199
Pancreatic Cancer,NCT07144917,Immunoparalysis After Pancreaticoduodenectomy,Information provided by Hospices Civils de Lyon (Responsible Party),Inconnu,https://clinicaltrials.gov/study/NCT07144917?cond=Pancreatic%20Cancer&viewType=Card&page=20&rank=200
Pancreatic Cancer,NCT00690300,Docetaxel Plus Oxaliplatin as Therapy in Patients With Pancreatic Cancer,Information provided by University of Ulm,Recruiting,https://clinicaltrials.gov/study/NCT00690300?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=201
Pancreatic Cancer,NCT03818165,Phase 1b Study of CAR2Anti-CEA CAR,"Information provided by Sorrento Therapeutics, Inc. (Responsible Party)",Terminated,https://clinicaltrials.gov/study/NCT03818165?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=202
Pancreatic Cancer,NCT00985777,Vitamin E δ,Information provided by H. Lee Moffitt Cancer Center and Research Institute (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00985777?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=203
Pancreatic Cancer,NCT05187416,Correlation Between Elastic Modulus of Ultrasonic Shear Wave and Tumor Stromal Component in Pancreatic Cancer,Information provided by Xijing Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05187416?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=204
Pancreatic Cancer,NCT06638866,AI-powered Early Detection for Pancreatic Cancer Via Non,Information provided by Changhai Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06638866?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=205
Pancreatic Cancer,NCT05546970,Efficacy of the Transversus Abdominis Plane Block on Analgesia After Cephalic Duodeno,"Information provided by University Hospital, Strasbourg, France (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05546970?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=206
Pancreatic Cancer,NCT01784081,Integrating Palliative Care and Modern Palliative Care Tools Into the Care of Patients With Pancreas Cancer,Information provided by Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins (Responsible Party),Withdrawn,https://clinicaltrials.gov/study/NCT01784081?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=207
Pancreatic Cancer,NCT07057895,Diagnostic Consistency of GLIM and PG,"Information provided by Feifei Wang, The First Hospital of Hebei Medical University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT07057895?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=208
Pancreatic Cancer,NCT02305810,A Biological Prospective Study in Patients With Metastatic Pancreatic NETs Treated With Everolimus,Information provided by European Institute of Oncology (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02305810?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=209
Pancreatic Cancer,NCT05722223,Trimodal Prehabilitation in Pancreatic Cancer Patients Urdergoing Neoadjuvant Treatment,"Information provided by Ana Ruiz-Casado, Puerta de Hierro University Hospital (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05722223?cond=Pancreatic%20Cancer&viewType=Card&page=21&rank=210
Pancreatic Cancer,NCT06685939,The Differences of Complications Between LPD(Laparoscopic Pancreaticoduodenectomy) and OPD(Open Pancreaticoduodenectomy),"Information provided by Zhijun Bao, Fudan University (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06685939?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=211
Pancreatic Cancer,NCT06000553,Early Detection of Pancreatic Cancer in Patients With Papillary and Mucinous Intracanal Tumours of the Pancreas Papillary and Mucinous Tumours of the Pancreas,Information provided by Institut Paoli-Calmettes (Responsible Party),Inconnu,https://clinicaltrials.gov/study/NCT06000553?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=212
Pancreatic Cancer,NCT02703545,International CAPS Registry: Pancreas Cancer Cases in Surveillance Programs,Information provided by Johns Hopkins University (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02703545?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=213
Pancreatic Cancer,NCT06532617,Cadonilimab Combined With S-1 or Capecitabine as Second,"Information provided by Jiang Long, Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06532617?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=214
Pancreatic Cancer,NCT06336694,A Deep Learning Radiomics Model for Predicting Occult Peritoneal Metastases of Pancreatic Adenocarcinoma,"Information provided by Siya Shi, First Affiliated Hospital, Sun Yat-Sen University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT06336694?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=215
Pancreatic Cancer,NCT00100321,Surgery for Pancreatic Tumors and Collection of Tumor Tissue for Study,Information provided by National Institutes of Health Clinical Center (CC),Terminated,https://clinicaltrials.gov/study/NCT00100321?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=216
Pancreatic Cancer,NCT00936104,Side Population in Pancreatic Ductal Adenocarcinoma (PDAC),"Information provided by Baki Topal, University Hospital, Gasthuisberg (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00936104?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=217
Pancreatic Cancer,NCT07121478,Patients With High,"Information provided by Sang Myung Woo, National Cancer Center, Korea (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT07121478?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=218
Pancreatic Cancer,NCT03855800,Molecular Detection of Advanced Neoplasia in Pancreatic Cysts,Information provided by Mayo Clinic (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT03855800?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=219
Pancreatic Cancer,NCT04422730,Evolution of Body Connection After Surgery,Information provided by Institut Paoli-Calmettes (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT04422730?cond=Pancreatic%20Cancer&viewType=Card&page=22&rank=220
Pancreatic Cancer,NCT04747600,Outcomes of Surgical Resection of Pancreatic Cystic Neoplasms Based on the European Expert Consensus Statement: A Prospective Observational Study.,"Information provided by Tamer.A.A.M.Habeeb, Zagazig University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT04747600?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=221
Pancreatic Cancer,NCT00259532,Three New Methods for Diagnosing Pancreas Cancer,Information provided by University of Copenhagen,Recruiting,https://clinicaltrials.gov/study/NCT00259532?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=222
Pancreatic Cancer,NCT05795920,Utidelone Injection Combined With Gemcitabine in First,"Information provided by Qi Li, Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05795920?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=223
Pancreatic Cancer,NCT01371240,Secretin,Information provided by University Hospitals Cleveland Medical Center (Responsible Party),Withdrawn,https://clinicaltrials.gov/study/NCT01371240?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=224
Pancreatic Cancer,NCT05681390,Tislelizumab With Anlotinib and Chemotherapy for Second,Information provided by First Affiliated Hospital Xi'an Jiaotong University (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05681390?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=225
Pancreatic Cancer,NCT03435770,Evaluation of Safety and Feasibility of EUS,"Information provided by Chin Yung Ka, Singapore General Hospital (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT03435770?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=226
Pancreatic Cancer,NCT05587387,Change of Treatment Landscape and Survival in Metastatic Pancreatic Cancer After Nal,Information provided by Yonsei University (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05587387?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=227
Pancreatic Cancer,NCT06981273,Robotic vs Open Pancreatoduodenectomy,"Information provided by Benedetto Ielpo, Hospital del Mar (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06981273?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=228
Pancreatic Cancer,NCT05493995,A Study of Penpulimab and Anlotinib Plus Nab,"Information provided by Du Juan, The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05493995?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=229
Pancreatic Cancer,NCT05549960,Pre-planning Mathematical Models in EUS,"Information provided by Francesco Maria Di Matteo, Campus Bio-Medico University (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05549960?cond=Pancreatic%20Cancer&viewType=Card&page=23&rank=230
Pancreatic Cancer,NCT05481463,Surufatinib Combined With TAS-102 in Third-line and Later,"Information provided by Dong sheng Zhang, Sun Yat-sen University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05481463?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=231
Pancreatic Cancer,NCT05481476,Surufatinib Combined With Sintilimab and AG in First,"Information provided by Dong sheng Zhang, Sun Yat-sen University (Responsible Party)",Active,https://clinicaltrials.gov/study/NCT05481476?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=232
Pancreatic Cancer,NCT00005926,"Gemcitabine, Herceptin and Radiation to Treat Cancer of the Pancreas",Information provided by National Institutes of Health Clinical Center (CC),Completed,https://clinicaltrials.gov/study/NCT00005926?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=233
Pancreatic Cancer,NCT05616403,Textbook Outcome as a Composite Outcome Measure in Laparoscopic Pancreaticoduodenectomy,"Information provided by Renyi Qin, Tongji Hospital (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05616403?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=234
Pancreatic Cancer,NCT03199144,Neoadjuvant Chemotherapy and Stereotactic Radiosurgery to Pancreatectomy for Patients With Borderline Resectable Pancreatic Cancer,"Information provided by Centre Francois Baclesse, Luxembourg (Responsible Party)",Withdrawn,https://clinicaltrials.gov/study/NCT03199144?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=235
Pancreatic Cancer,NCT03679910,Evaluation of CEMIP in Pancreatic Cancer,"Information provided by Dina Safwat, Assiut University (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT03679910?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=236
Pancreatic Cancer,NCT00881621,Lapatinib and Capecitabine for Second Line Treatment of Pancreas Cancer,Information provided by Georgetown University (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00881621?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=237&tab=results
Pancreatic Cancer,NCT06411795,Rectus Sheath Block With Liposomal Bupivacaine Versus Thoracic Epidural Analgesia for Pain Control Following Pancreatoduodenectomy,"Information provided by Masonic Cancer Center, University of Minnesota (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06411795?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=238
Pancreatic Cancer,NCT04947696,Circulating Epigenetics in Pancreatic Surgery,"Information provided by Martin Sillesen, Rigshospitalet, Denmark (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT04947696?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=239
Pancreatic Cancer,NCT04877340,Comparation Between Needles for EUS,Information provided by Instituto do Cancer do Estado de São Paulo (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT04877340?cond=Pancreatic%20Cancer&viewType=Card&page=24&rank=240
Pancreatic Cancer,NCT04808687,Neoadjuvant Nab-Paclitaxel and S,Information provided by Tianjin Medical University Cancer Institute and Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT04808687?cond=Pancreatic%20Cancer&viewType=Card&page=25&rank=241
Pancreatic Cancer,NCT00680420,DNA Microarray Study of Pancreas Cancer,"Information provided by Sarah Rodriguez, Oregon Health and Science University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00680420?cond=Pancreatic%20Cancer&viewType=Card&page=25&rank=242
Pancreatic Cancer,NCT02599662,Intraoperative Radiation Therapy for Resectable Pancreas Cancer,"Information provided by Tarita Thomas, Loyola University (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT02599662?cond=Pancreatic%20Cancer&viewType=Card&page=25&rank=243
Pancreatic Cancer,NCT07139236,Preoperative EUS Elastography for Pancreatic Texture and POPF Prediction After PD,"Information provided by Saleh Khairy Saleh MD, Minia University (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT07139236?cond=Pancreatic%20Cancer&viewType=Card&page=25&rank=244
Pancreatic Cancer,NCT06705335,Convertases and Pancreatic Cancer: Cohort of Patients Treated for Pancreatic Adenocarcinoma,Information provided by Institut Bergonié (Responsible Party),Inconnu,https://clinicaltrials.gov/study/NCT06705335?cond=Pancreatic%20Cancer&viewType=Card&page=25&rank=245
Pancreatic Cancer,NCT03798769,Supportive Oncology Care at Home for Patients With Pancreatic Cancer Receiving Preoperative FOLFIRINOX,"Information provided by Ryan Nipp, Massachusetts General Hospital (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT03798769?cond=Pancreatic%20Cancer&viewType=Card&page=25&rank=246
Pancreatic Cancer,NCT05110573,Single-centre Propensity Score,"Information provided by Dr. M. D'hondt, General Hospital Groeninge (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05110573?cond=Pancreatic%20Cancer&viewType=Card&page=25&rank=247
Pancreatic Cancer,NCT04975620,Comparison of Two Types of Biopsy Needles for EUS,"Information provided by Mehdi Mohamadnejad, University of Tehran (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT04975620?cond=Pancreatic%20Cancer&viewType=Card&page=25&rank=248
Pancreatic Cancer,NCT02173353,Feasibility of Using Ultrasound to Track Respiration Motion,"Information provided by An Tai, Medical College of Wisconsin (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT02173353?cond=Pancreatic%20Cancer&viewType=Card&page=25&rank=249
Pancreatic Cancer,NCT04370574,Discovery of Soluble Biomarkers for Pancreatic Cancer Using Innovative All,"Information provided by University Hospital, Montpellier (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT04370574?cond=Pancreatic%20Cancer&viewType=Card&page=25&rank=250
Pancreatic Cancer,NCT03250078,A Pancreatic Cancer Screening Study in Hereditary High Risk Individuals,"Information provided by Richard Frank, Nuvance Health (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT03250078?cond=Pancreatic%20Cancer&viewType=Card&page=26&rank=251
Pancreatic Cancer,NCT06572813,Bortezomib Combined with PD,"Information provided by TingBo Liang, Zhejiang University (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06572813?cond=Pancreatic%20Cancer&viewType=Card&page=26&rank=252
Pancreatic Cancer,NCT06549751,MT,"Information provided by Marker Therapeutics, Inc. (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06549751?cond=Pancreatic%20Cancer&viewType=Card&page=26&rank=253
Pancreatic Cancer,NCT04289792,Split,"Information provided by Benhua Xu, Fujian Medical University Union Hospital (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT04289792?cond=Pancreatic%20Cancer&viewType=Card&page=26&rank=254
Pancreatic Cancer,NCT00081549,Aroplatin and Gemcitabine in Patients With Advanced Pancreatic Cancer Resistant to Standard Therapies,Information provided by Aronex Pharmaceuticals,Active,https://clinicaltrials.gov/study/NCT00081549?cond=Pancreatic%20Cancer&viewType=Card&page=26&rank=255
Pancreatic Cancer,NCT04237441,The Results of Pancreatic Operations After the Implementation of Multidisciplinary Team Conference (MDT):,"Information provided by carsten palnaes hansen, Rigshospitalet, Denmark (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT04237441?cond=Pancreatic%20Cancer&viewType=Card&page=26&rank=256
Pancreatic Cancer,NCT04085055,Fine Needle Biopsy of Solid Pancreatic Mass Lesions,Information provided by AdventHealth (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT04085055?cond=Pancreatic%20Cancer&viewType=Card&page=26&rank=257
Pancreatic Cancer,NCT02301143,Phase 2 Nab®,Information provided by Celgene (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02301143?cond=Pancreatic%20Cancer&viewType=Card&page=26&rank=258&tab=results
Pancreatic Cancer,NCT06228599,Molecular Profile-related Individualized Targeted Therapy in Resected Pancreatic Cancer With High,"Information provided by Mandana Kamgar, MD, Medical College of Wisconsin (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06228599?cond=Pancreatic%20Cancer&viewType=Card&page=26&rank=259
Pancreatic Cancer,NCT06252545,Promoting CT Engagement for Pancreatic Cancer With App,Information provided by UNC Lineberger Comprehensive Cancer Center (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06252545?cond=Pancreatic%20Cancer&viewType=Card&page=26&rank=260
Pancreatic Cancer,NCT06255912,Clinical Trial for Advanced or Metastatic Pancreatic Cancer,"Information provided by NING LI, Cancer Institute and Hospital, Chinese Academy of Medical Sciences (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06255912?cond=Pancreatic%20Cancer&viewType=Card&page=27&rank=261
Pancreatic Cancer,NCT04165018,"Prospective Study FNB, Is It Time To Abandon Cytological Assessment","Information provided by Mohamed Othman, Baylor College of Medicine (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT04165018?cond=Pancreatic%20Cancer&viewType=Card&page=27&rank=262
Pancreatic Cancer,NCT06206382,Surgical Results of Resection of Locally Advanced Pancreatic Cancer,"Information provided by Mina Melad Boshra Yosef, Assiut University (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06206382?cond=Pancreatic%20Cancer&viewType=Card&page=27&rank=263
Pancreatic Cancer,NCT00178763,Hyperthermia With Chemotherapy for Locally Advanced or Metastatic Pancreas Cancer,"Information provided by The University of Texas Health Science Center, Houston",Recruiting,https://clinicaltrials.gov/study/NCT00178763?cond=Pancreatic%20Cancer&viewType=Card&page=27&rank=264
Pancreatic Cancer,NCT06050317,Sintilimab Combined With Chemotherapy and Radiotherapy in Patients With Inoperable Pancreatic Cancer,"Information provided by Jinbo Yue, Shandong Cancer Hospital and Institute (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06050317?cond=Pancreatic%20Cancer&viewType=Card&page=27&rank=265
Pancreatic Cancer,NCT00300950,"Safety and Efficacy of the Therapeutic Vaccine GI-4000 in Combination With Gemcitabine Versus Placebo for the Treatment of Non-metastatic, Post",Information provided by GlobeImmune (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00300950?cond=Pancreatic%20Cancer&viewType=Card&page=27&rank=266
Pancreatic Cancer,NCT03838029,Perioperative Intervention to Reduce Metastatic Processes in Pancreatic Cancer Patients Undergoing Curative Surgery,Information provided by Assaf-Harofeh Medical Center (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT03838029?cond=Pancreatic%20Cancer&viewType=Card&page=27&rank=267
Pancreatic Cancer,NCT01419483,Ketogenic Diet With Concurrent Chemoradiation for Pancreatic Cancer,"Information provided by Bryan Allen, University of Iowa (Responsible Party)",Terminated,https://clinicaltrials.gov/study/NCT01419483?cond=Pancreatic%20Cancer&viewType=Card&page=27&rank=268
Pancreatic Cancer,NCT06172634,A Single-center Clinical Study to Evaluate the Safety and Efficacy of Autologous Bone Marrow-derived DCs(CellgramDC-WT1) and Immune Checkpoint Inhibitors in Patients With Metastatic Pancreatic Cancer Who Have Failed First,"Information provided by Jong-Ho Won, Soonchunhyang University Hospital (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06172634?cond=Pancreatic%20Cancer&viewType=Card&page=27&rank=269
Pancreatic Cancer,NCT04002778,Rapid On,"Information provided by Guilherme Rezende, Universidade Federal do Rio de Janeiro (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT04002778?cond=Pancreatic%20Cancer&viewType=Card&page=27&rank=270
Pancreatic Cancer,NCT00842348,Study of Lanreotide Autogel 120 mg in Patients With Non-functioning Entero,Information provided by Ipsen (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00842348?cond=Pancreatic%20Cancer&viewType=Card&page=28&rank=271&tab=results
Pancreatic Cancer,NCT05720338,Is Intraperitoneal Drainage Necessary Following Distal Pancreatectomy?,Information provided by Case Comprehensive Cancer Center (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05720338?cond=Pancreatic%20Cancer&viewType=Card&page=28&rank=272
Pancreatic Cancer,NCT05959213,Preoperative CA 19.9 Level Predicts Lymph Node Metastasis in Resectable Adenocarcinoma of the Head of the Pancreas.,"Information provided by Tommaso Farolfi, Fondazione Policlinico Universitario Campus Bio-Medico (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05959213?cond=Pancreatic%20Cancer&viewType=Card&page=28&rank=273
Pancreatic Cancer,NCT03803930,Comparing of a 22G EUS Procore Fine Needle Biopsy Device and a 20G EUS Procore Fine Needle Biopsy Device,"Information provided by Bin Cheng, Huazhong University of Science and Technology (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT03803930?cond=Pancreatic%20Cancer&viewType=Card&page=28&rank=274
Pancreatic Cancer,NCT05927298,Province of Ontario Strategy for Personalized Management of Pancreatic Cancer Trial,"Information provided by University Health Network, Toronto (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05927298?cond=Pancreatic%20Cancer&viewType=Card&page=28&rank=275
Pancreatic Cancer,NCT01673906,68-Ga-labeled Octreotide Analogues PET in Duodenal,Information provided by Azienda USL Reggio Emilia - IRCCS (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01673906?cond=Pancreatic%20Cancer&viewType=Card&page=28&rank=276
Pancreatic Cancer,NCT05880472,Percutaneous Holmium Injection in Pancreatic Cancer,Information provided by Radboud University Medical Center (Responsible Party),Active,https://clinicaltrials.gov/study/NCT05880472?cond=Pancreatic%20Cancer&viewType=Card&page=28&rank=277
Pancreatic Cancer,NCT03665571,Evaluation of Killing Activity of Expanded Natural Killer Cells From Blood in Patients With Pancreatic Cancer,"Information provided by Song Cheol Kim, Asan Medical Center (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT03665571?cond=Pancreatic%20Cancer&viewType=Card&page=28&rank=278
Pancreatic Cancer,NCT00839332,A Study for Participants With Pancreatic Cancer,Information provided by Eli Lilly and Company (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00839332?cond=Pancreatic%20Cancer&viewType=Card&page=28&rank=279&tab=results
Pancreatic Cancer,NCT03766659,EUS-FNB With MOSE vs EUS,"Information provided by Charing Chong, MD, Chinese University of Hong Kong (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT03766659?cond=Pancreatic%20Cancer&viewType=Card&page=28&rank=280
Pancreatic Cancer,NCT05743049,Collection of Circulating Biomarkers in Pancreatic Cancer,Information provided by Abramson Cancer Center at Penn Medicine (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05743049?cond=Pancreatic%20Cancer&viewType=Card&page=29&rank=281
Pancreatic Cancer,NCT00417287,Phase II Study of PX,Information provided by Seagen Inc. (Cascadian Therapeutics Inc.) (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT00417287?cond=Pancreatic%20Cancer&viewType=Card&page=29&rank=282
Pancreatic Cancer,NCT06144762,Precision Imaging for Early Detection and Targeted Treatment Monitoring in Pancreatic Cancer,Information provided by Institut du Cancer de Montpellier - Val d'Aurelle (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06144762?cond=Pancreatic%20Cancer&viewType=Card&page=29&rank=283
Pancreatic Cancer,NCT03469726,Contrast-enhanced Diffusion,Information provided by Radboud University Medical Center (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT03469726?cond=Pancreatic%20Cancer&viewType=Card&page=29&rank=284
Pancreatic Cancer,NCT06602037,ImmunoPET Imaging of Pancreatic Cancer,Information provided by RenJi Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06602037?cond=Pancreatic%20Cancer&viewType=Card&page=29&rank=285
Pancreatic Cancer,NCT02896803,Fluorouracil and Oxaliplatin as First,Information provided by Instituto do Cancer do Estado de São Paulo (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT02896803?cond=Pancreatic%20Cancer&viewType=Card&page=29&rank=286
Pancreatic Cancer,NCT05493878,ITGA2b and SELP Expression in Cancer Pancreas and Biliary Tract Cancer,"Information provided by Amany Hamdy Radwan, Assiut University (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT05493878?cond=Pancreatic%20Cancer&viewType=Card&page=29&rank=287
Pancreatic Cancer,NCT05638698,Tg01 Vaccine / Qs,Information provided by University of Kansas Medical Center (Responsible Party),Active,https://clinicaltrials.gov/study/NCT05638698?cond=Pancreatic%20Cancer&viewType=Card&page=29&rank=288
Pancreatic Cancer,NCT05497778,A Phase 1b Study of Gemcitabine and Nab,Information provided by M.D. Anderson Cancer Center (Responsible Party),Active,https://clinicaltrials.gov/study/NCT05497778?cond=Pancreatic%20Cancer&viewType=Card&page=29&rank=289
Pancreatic Cancer,NCT00438906,Cancer of the Pancreas Screening Study (CAPS 3),Information provided by Johns Hopkins University (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00438906?cond=Pancreatic%20Cancer&viewType=Card&page=29&rank=290
Pancreatic Cancer,NCT05435053,Irreversible Electroporation + Nivolumab for Patients With Metastatic Pancreatic Cancer,"Information provided by Ismail Gögenur, Zealand University Hospital (Responsible Party)",Terminated,https://clinicaltrials.gov/study/NCT05435053?cond=Pancreatic%20Cancer&viewType=Card&page=30&rank=291
Pancreatic Cancer,NCT05702385,Clinical Utility Study for Exo,"Information provided by Qure Healthcare, LLC (Responsible Party)",Withdrawn,https://clinicaltrials.gov/study/NCT05702385?cond=Pancreatic%20Cancer&viewType=Card&page=30&rank=292
Pancreatic Cancer,NCT05692323,A Supervised Prehabilitation Program for Patients With Pancreatic Cancer,"Information provided by Philip Chang, Cedars-Sinai Medical Center (Responsible Party)",Active,https://clinicaltrials.gov/study/NCT05692323?cond=Pancreatic%20Cancer&viewType=Card&page=30&rank=293
Pancreatic Cancer,NCT03303352,Connect Your Needle to Your Phone to Increase EUS FNA Diagnostic Yield?,"Information provided by Mihai Ciocirlan, Carol Davila University of Medicine and Pharmacy (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT03303352?cond=Pancreatic%20Cancer&viewType=Card&page=30&rank=294
Pancreatic Cancer,NCT05192044,Less Than 100 Hours Hospital Stay After Pancreatico,"Information provided by National Cancer Institute, Egypt (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05192044?cond=Pancreatic%20Cancer&viewType=Card&page=30&rank=295
Pancreatic Cancer,NCT02337465,KV,Information provided by Case Comprehensive Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02337465?cond=Pancreatic%20Cancer&viewType=Card&page=30&rank=296&tab=results
Pancreatic Cancer,NCT05248750,"Genetic, Microenvironmental, and Immunological Factors in Unresectable Pancreatic Ductal Adenocarcinoma","Information provided by Guido Costamagna, Catholic University of the Sacred Heart (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05248750?cond=Pancreatic%20Cancer&viewType=Card&page=30&rank=297
